,id,county,chci09,chci10,chci11,chci12,chci13,chci14,chci15,chci16,chci17,pop09,pop10,pop11,pop12,pop13,pop14,pop15,pop16,pop17,chcig,chcigr,popg,popgr,fips
1610,30021,"Dawson County, Montana",134.66,137.26,138,137.8,136.99,137.27,137.67,137.85,138.7,6010,6249,6297,6360,6416,6432,6504,6517,6456,4.04,0.030001485,446,0.074209651,30021
1611,30023,"Deer Lodge County, Montana",132.43,132.83,133.47,133.33,134.94,137.08,135.55,134.06,135.51,6296,6576,6744,6641,6734,6784,6719,6843,6812,3.08,0.02325757,516,0.081956798,30023
1612,30025,"Fallon County, Montana",126.85,131.13,131.12,133.75,134.42,135.76,135.8,136.36,137.6,1821,1978,2006,2071,2081,2078,2101,1978,1961,10.75,0.084745763,140,0.076880835,30025
1613,30027,"Fergus County, Montana",138.18,138.65,138.49,140.31,141.45,143.55,143.62,144.07,145.45,7937,8365,8501,8560,8601,8588,8467,8398,8301,7.27,0.052612534,364,0.045861157,30027
1614,30029,"Flathead County, Montana",142.33,143.33,144.22,145.76,145.59,145.19,146.56,146.97,146.99,58775,60842,61963,62665,63342,64068,65114,66344,67650,4.66,0.032740814,8875,0.150999575,30029
1615,30031,"Gallatin County, Montana",159.3,160.14,160.16,160.31,160.4,161.28,162.32,162.82,163.36,51211,54330,55611,56695,57514,58743,60120,61913,63818,4.06,0.025486503,12607,0.246177579,30031
1616,30033,"Garfield County, Montana",131.11,130.21,130.04,130.8,130.48,131.68,132.33,133.25,135.21,791,832,836,803,805,785,756,758,754,4.1,0.031271451,-37,-0.046776233,30033
1617,30035,"Glacier County, Montana",131.38,129.54,133.09,132.65,133.27,133.33,134.33,135.71,135.15,7728,7759,7800,7804,7785,7864,7939,7991,7946,3.77,0.028695387,218,0.02820911,30035
1618,30037,"Golden Valley County, Montana",136.06,138.03,136.95,139.86,135.72,136.2,137.4,139.75,137.61,601,579,602,528,542,563,575,573,574,1.55,0.011392033,-27,-0.044925125,30037
1619,30039,"Granite County, Montana",136.63,140.05,141.09,141.49,140.77,142.54,141.22,141.23,141.46,2147,2338,2418,2426,2475,2413,2485,2443,2404,4.83,0.035350948,257,0.11970191,30039
1620,30041,"Hill County, Montana",137.09,138.3,139.95,139,140.72,142.01,140.18,140.28,139.82,10234,9977,10034,10096,10181,10281,10303,10303,10249,2.73,0.019913925,15,0.001465703,30041
1621,30043,"Jefferson County, Montana",146.58,147.45,150,150.34,149.41,149.2,149.01,149.28,149.15,7596,7902,8031,8152,8213,8259,8337,8437,8435,2.57,0.017533088,839,0.11045287,30043
1622,30045,"Judith Basin County, Montana",143.5,141.7,141.91,144.08,143.04,145.41,144.18,145.42,144.23,1685,1559,1588,1606,1582,1514,1526,1554,1533,0.73,0.005087108,-152,-0.090207715,30045
1623,30047,"Lake County, Montana",138.77,141.46,141.92,141.97,141.66,142.18,141.81,142.82,143.41,18417,18900,19297,19188,19391,19538,19702,19912,20121,4.64,0.033436622,1704,0.092523212,30047
1624,30049,"Lewis and Clark County, Montana",149.8,151.19,152.92,153.7,154.06,153.64,154.15,153.69,154.2,40856,41914,42884,43620,44336,44812,45364,46073,46485,4.4,0.029372497,5629,0.137776581,30049
1625,30051,"Liberty County, Montana",120.42,120.04,123.46,122.92,124.41,129.28,127.11,125.32,121.27,1363,1539,1624,1664,1707,1610,1673,1641,1656,0.85,0.007058628,293,0.214966985,30051
1626,30053,"Lincoln County, Montana",130.83,131.72,133.69,134.67,135.16,136.2,136.98,135.42,135.7,13566,14544,14637,14696,14712,14646,14529,14616,14579,4.87,0.037223878,1013,0.074671974,30053
1627,30055,"McCone County, Montana",135.84,134.72,137.61,137.5,136.57,135.4,134.7,133.82,134.64,1240,1200,1291,1298,1339,1342,1304,1242,1233,-1.2,-0.008833922,-7,-0.005645161,30055
1628,30057,"Madison County, Montana",143.29,149.26,148.08,148.32,148.67,145.77,143.12,144.1,146.78,5484,5869,5852,5914,5908,5902,6028,6176,6225,3.49,0.024356201,741,0.13512035,30057
1629,30059,"Meagher County, Montana",131.77,127.44,130.19,130.78,134.13,135.45,139.94,137.94,137.38,1097,1422,1327,1398,1356,1476,1406,1437,1390,5.61,0.042574182,293,0.267092069,30059
1630,30061,"Mineral County, Montana",130.03,129.05,128.13,130.82,130.41,130.39,130.89,129.69,132.63,2771,3038,3070,3068,3164,3166,3122,3119,3089,2.6,0.019995386,318,0.114760014,30061
1631,30063,"Missoula County, Montana",151.77,153.58,153.78,154.78,155.07,156.44,157.24,158.03,158.56,65480,68597,69624,70684,71592,72063,73249,74509,75530,6.79,0.044738749,10050,0.153481979,30063
1632,30065,"Musselshell County, Montana",129.79,132.12,133.55,131.96,132.26,134.35,135.48,132.83,133.15,3214,3262,3302,3360,3425,3429,3422,3413,3446,3.36,0.025887973,232,0.072184194,30065
1633,30067,"Park County, Montana",142.47,145.17,143.97,146.45,149.08,150.44,151.42,151.12,150.14,11609,11729,11750,11770,11670,11702,11768,11836,12028,7.67,0.053835895,419,0.036092687,30067
1634,30069,"Petroleum County, Montana",130.52,131.1,127.31,134.68,135.81,139.62,140.43,141.52,143.53,374,450,408,406,397,377,345,357,368,13.01,0.09967821,-6,-0.016042781,30069
1635,30071,"Phillips County, Montana",130.24,130.72,133.75,135.26,133.91,136.21,135.99,133.92,134.61,2979,3054,3015,3071,3032,2987,2970,2927,2849,4.37,0.03355344,-130,-0.043638805,30071
1636,30073,"Pondera County, Montana",135.28,133.19,135.48,135,135.09,136.54,137.56,137.56,137.7,3897,4179,4202,4208,4144,4155,4208,4194,4113,2.42,0.017888823,216,0.055427252,30073
1637,30075,"Powder River County, Montana",138.69,134.89,133.28,134.76,138.16,139.49,141.62,141.74,142.33,1134,1162,1196,1204,1269,1281,1318,1266,1226,3.64,0.026245584,92,0.081128748,30075
1638,30077,"Powell County, Montana",134.79,134.57,136.18,137.34,136.05,137.04,137.11,136,136.21,5205,5313,5405,5396,5424,5370,5369,5335,5290,1.42,0.010534906,85,0.016330451,30077
1639,30079,"Prairie County, Montana",128.89,128.2,129.56,131.4,132.51,130.93,133.45,136.97,137.89,818,848,851,935,919,947,1010,1012,962,9,0.069826984,144,0.17603912,30079
1640,30081,"Ravalli County, Montana",139.81,140.99,141.46,141.7,141.36,140.61,141.31,142.81,143.86,27895,28378,28684,29039,29182,29555,29736,30071,30399,4.05,0.028967885,2504,0.089765191,30081
1641,30083,"Richland County, Montana",129.45,130.42,132.01,133.33,135.01,135.84,135.83,136.63,137.88,6210,6545,6672,6859,7043,7356,7442,7576,7551,8.43,0.065121669,1341,0.215942029,30083
1642,30085,"Roosevelt County, Montana",133.76,133.76,131.23,130.79,129.46,128.41,129.08,130.48,131.26,5692,5889,5884,6112,6180,6301,6278,6407,6443,-2.5,-0.018690191,751,0.131939564,30085
1643,30087,"Rosebud County, Montana",132.14,134.08,134.43,136.51,138.06,138.2,135.46,136.1,135.26,5465,5580,5698,5777,5827,5858,5879,5794,5846,3.12,0.023611321,381,0.069716377,30087
1644,30089,"Sanders County, Montana",130.08,130.4,131.57,132.11,132.06,131.46,132.7,132.34,133.46,7993,8374,8447,8460,8494,8505,8533,8598,8687,3.38,0.02598401,694,0.086825973,30089
1645,30091,"Sheridan County, Montana",132.67,132.03,137.3,140.07,140.13,137.58,138.2,137.45,138.29,2802,2746,2557,2503,2571,2571,2645,2642,2581,5.62,0.042360745,-221,-0.078872234,30091
1646,30093,"Silver Bow County, Montana",138.73,139.49,138.9,138.61,139.15,140.45,141.17,142.31,142.59,22642,23065,23254,23385,23407,23285,23336,23436,23241,3.86,0.02782383,599,0.02645526,30093
1647,30095,"Stillwater County, Montana",137.62,139.15,138.5,139.4,139.7,140.93,142.05,143.83,142.87,6007,6386,6498,6564,6683,6713,6703,6744,6714,5.25,0.038148525,707,0.117696021,30095
1648,30097,"Sweet Grass County, Montana",141.19,143.1,141.41,138.68,141.45,143.33,141.62,142.18,142.76,2663,2695,2756,2509,2563,2527,2567,2607,2657,1.57,0.011119768,-6,-0.002253098,30097
1649,30099,"Teton County, Montana",134.9,135.52,138.75,140.05,140.23,138.75,140.44,139.82,141,4216,4295,4293,4276,4221,4234,4209,4190,4177,6.1,0.045218681,-39,-0.009250474,30099
1650,30101,"Toole County, Montana",133.7,133,133.44,133.17,130.83,130.39,127.72,129.03,129.59,3563,3704,3795,3807,3762,3688,3696,3648,3620,-4.11,-0.030740464,57,0.015997755,30101
1651,30103,"Treasure County, Montana",135.44,135.37,139.57,135.97,135.79,135.67,134.73,137.48,139.62,593,570,572,541,560,584,587,600,576,4.18,0.030862374,-17,-0.028667791,30103
1652,30105,"Valley County, Montana",132.79,132.19,131.19,133.74,135.13,135.11,137.65,139.58,139.1,4806,5168,5242,5272,5304,5330,5368,5330,5325,6.31,0.047518638,519,0.107990012,30105
1653,30107,"Wheatland County, Montana",133.02,129.21,130.86,130.72,128.44,128.38,124.98,123.83,123.43,1505,1560,1512,1502,1509,1567,1496,1426,1384,-9.59,-0.072094422,-121,-0.080398671,30107
1654,30109,"Wibaux County, Montana",130.44,126.02,128.09,132.65,133.42,131.59,132.98,134.04,134.06,650,768,705,683,700,722,719,834,811,3.62,0.027752223,161,0.247692308,30109
1655,30111,"Yellowstone County, Montana",143.09,144.4,144.7,144.55,144.8,144.98,145.04,145.67,146.42,94110,96750,98338,100066,101622,103007,104252,105681,106431,3.33,0.023272067,12321,0.130921262,30111
1656,31001,"Adams County, Nebraska",139.2,138.39,138.72,137.94,137.83,139.3,139.53,139.85,140.91,21388,19909,20042,20061,20148,20190,20321,20312,20397,1.71,0.012284483,-991,-0.046334393,31001
1657,31003,"Antelope County, Nebraska",133.43,133.55,133.65,134.26,134.83,136.36,136.33,136.8,137.01,4567,4699,4689,4695,4653,4596,4571,4492,4480,3.58,0.026830548,-87,-0.019049704,31003
1658,31005,"Arthur County, Nebraska",135.24,138,142.31,145.82,148.41,147.76,149.09,145.01,147.48,208,285,292,319,325,307,294,280,264,12.24,0.090505768,56,0.269230769,31005
1659,31007,"Banner County, Nebraska",144.54,143.9,140.1,138.32,135.02,133.5,138.69,139.32,139.7,561,494,519,514,583,580,627,569,517,-4.84,-0.03348554,-44,-0.078431373,31007
1660,31009,"Blaine County, Nebraska",136.28,137.94,133.13,137.69,136.86,137.84,139.56,145.72,145.66,359,414,426,402,394,395,371,391,356,9.38,0.068828882,-3,-0.008356546,31009
1661,31011,"Boone County, Nebraska",134.48,134.05,132.34,133.77,133.23,134.12,136.13,137.26,139.03,3891,3844,3833,3808,3788,3763,3726,3705,3709,4.55,0.033834027,-182,-0.046774608,31011
1662,31013,"Box Butte County, Nebraska",136.31,135.13,136.42,133.62,134.6,134.26,134.43,134.85,135.13,7460,7594,7617,7585,7530,7397,7522,7528,7514,-1.18,-0.008656738,54,0.007238606,31013
1663,31015,"Boyd County, Nebraska",130.54,130.46,129.96,132.12,132.58,134.77,135.86,137.7,138.02,1528,1511,1532,1478,1535,1479,1473,1464,1516,7.48,0.057300444,-12,-0.007853403,31015
1664,31017,"Brown County, Nebraska",130.33,132.46,135.14,137.23,139.03,136.17,134.13,137.48,136.4,2247,2291,2236,2264,2288,2270,2308,2288,2302,6.07,0.046574081,55,0.024477081,31017
1665,31019,"Buffalo County, Nebraska",147.52,146.52,147.09,147.01,146.93,148.02,148.64,149.65,150.2,25074,26933,27325,27759,28055,28563,29027,29339,29817,2.68,0.018167028,4743,0.189160086,31019
1666,31021,"Burt County, Nebraska",136.15,135.85,136.04,135.26,136.68,135.1,135.2,135.2,136.89,5064,4987,4951,4931,4853,4849,4745,4712,4673,0.74,0.005435182,-391,-0.07721169,31021
1667,31023,"Butler County, Nebraska",133.67,133.57,133.84,132.65,132.88,132.29,133.14,135.07,136.3,5644,5791,5794,5789,5779,5771,5753,5663,5572,2.63,0.01967532,-72,-0.01275691,31023
1668,31025,"Cass County, Nebraska",140.64,141.89,142.27,142.42,142.03,143.52,144.21,144.02,145.78,17046,17125,17224,17162,17183,17263,17301,17377,17389,5.14,0.036547213,343,0.020122023,31025
1669,31027,"Cedar County, Nebraska",131.04,130.68,132.46,133.42,134.2,134.82,136.47,136.26,137.79,5636,6000,6008,6024,5992,5956,5909,5882,5785,6.75,0.051510989,149,0.026437189,31027
1670,31029,"Chase County, Nebraska",132.58,130.97,132.02,130.09,133.81,134.28,133.47,133.79,135.92,2634,2746,2817,2807,2810,2809,2773,2796,2697,3.34,0.025192337,63,0.023917995,31029
1671,31031,"Cherry County, Nebraska",138.44,138.48,139.31,139.85,140.12,138.03,137.93,137.57,138.49,3877,4078,4050,4144,4136,4166,4222,4205,4142,0.05,0.000361167,265,0.068351818,31031
1672,31033,"Cheyenne County, Nebraska",143.8,144.18,143.99,142.94,143.08,142.22,141.67,142.29,143.99,6686,6940,6993,7029,6941,6948,6978,7005,6914,0.19,0.00132128,228,0.034101107,31033
1673,31035,"Clay County, Nebraska",134,133.58,134.22,134.85,133.72,134.42,136.33,135.54,135.34,4262,4427,4400,4405,4418,4419,4388,4333,4298,1.34,0.01,36,0.008446739,31035
1674,31037,"Colfax County, Nebraska",117.03,120.87,119.52,119.4,120.47,121.43,120.85,121.97,121.34,6034,6393,6447,6458,6546,6567,6505,6461,6504,4.31,0.036828164,470,0.077891946,31037
1675,31039,"Cuming County, Nebraska",128.37,129.54,131.73,132.18,132.89,133.85,133.69,133.92,135.19,6229,6337,6275,6267,6169,6127,6098,6095,6111,6.82,0.053127678,-118,-0.018943651,31039
1676,31041,"Custer County, Nebraska",134.2,135.35,137.28,137.03,138.56,137.86,138.83,139.71,140.18,7553,7673,7692,7631,7627,7572,7551,7519,7549,5.98,0.044560358,-4,-0.000529591,31041
1677,31043,"Dakota County, Nebraska",122.01,119.35,119.27,117.56,118.88,119.7,118.92,120.22,119.29,12161,12690,12866,12881,12746,12629,12732,12661,12588,-2.72,-0.022293255,427,0.035112244,31043
1678,31045,"Dawes County, Nebraska",147.15,151.49,151.39,151.29,155.09,154.3,150.13,151.5,154,4666,5352,5422,5604,5586,5611,5522,5468,5404,6.85,0.046551138,738,0.158165452,31045
1679,31047,"Dawson County, Nebraska",122.77,122.96,123.76,123.82,124.4,124.53,123.58,123.92,124.61,15167,15446,15394,15374,15320,15372,15292,15259,15275,1.84,0.014987375,108,0.007120723,31047
1680,31049,"Deuel County, Nebraska",137.73,136.28,135.3,137.03,139.85,137.28,136.09,136.78,136.41,1419,1471,1443,1432,1426,1363,1384,1408,1365,-1.32,-0.009583969,-54,-0.038054968,31049
1681,31051,"Dixon County, Nebraska",129.7,127.85,129.98,130.65,131.08,131.56,134.03,135.41,135.42,4163,4022,4054,4072,4051,4016,3975,3918,3885,5.72,0.044101773,-278,-0.066778765,31051
1682,31053,"Dodge County, Nebraska",133.27,132.76,132.81,132.59,133.72,134.1,134.54,134.88,135.81,23993,24686,24798,24926,25082,24988,24925,24724,24593,2.54,0.019059053,600,0.025007294,31053
1683,31055,"Douglas County, Nebraska",148.43,149.65,149.66,149.82,149.68,149.68,150.42,150.6,151.11,318923,321302,326029,330586,336441,341675,346992,351559,356837,2.68,0.018055649,37914,0.11888136,31055
1684,31057,"Dundy County, Nebraska",140.62,142.8,139.65,138.67,139.86,139.53,138.81,137.05,137.47,1492,1465,1476,1472,1470,1433,1420,1326,1363,-3.15,-0.022400796,-129,-0.086461126,31057
1685,31059,"Fillmore County, Nebraska",134.1,135.33,135.66,137.24,136.69,137.56,137.14,137.27,137.1,4140,4218,4199,4163,4142,4112,4112,4097,4053,3,0.022371365,-87,-0.021014493,31059
1686,31061,"Franklin County, Nebraska",134.73,133.55,134.21,134.55,134.3,134.97,136.38,135.97,138.07,2395,2356,2347,2342,2331,2320,2288,2276,2243,3.34,0.024790321,-152,-0.063465553,31061
1687,31063,"Frontier County, Nebraska",140.8,139.26,139.23,139.29,137.68,137.43,139.34,140.37,141.02,1841,1880,1875,1838,1759,1711,1722,1745,1789,0.22,0.0015625,-52,-0.028245519,31063
1688,31065,"Furnas County, Nebraska",131.61,132.14,132.96,133.28,134,134.99,133.51,133.72,134.99,3315,3499,3521,3524,3509,3479,3464,3420,3395,3.38,0.025681939,80,0.02413273,31065
1689,31067,"Gage County, Nebraska",133.43,135.86,137.2,136.47,137.29,137.34,136.24,136.26,136.92,15778,15598,15564,15489,15415,15418,15450,15422,15359,3.49,0.026156037,-419,-0.026555964,31067
1690,31069,"Garden County, Nebraska",138.97,137,137.81,137.58,139.19,140.36,142.11,140.96,143.23,1469,1631,1599,1612,1556,1520,1454,1492,1509,4.26,0.030654098,40,0.027229408,31069
1691,31071,"Garfield County, Nebraska",130.09,129.44,129.71,131.73,131.97,132.5,135.61,137.49,139.43,1387,1504,1512,1581,1453,1425,1402,1411,1409,9.34,0.071796449,22,0.015861572,31071
1692,31073,"Gosper County, Nebraska",135.19,135.26,136.44,136.6,136.97,137.02,138.94,139.53,141.89,1381,1506,1489,1401,1374,1345,1391,1392,1484,6.7,0.049559879,103,0.074583635,31073
1693,31075,"Grant County, Nebraska",137.89,135.2,132.82,135.35,134.73,136.5,139.07,140.64,141.67,439,468,472,410,407,451,525,460,483,3.78,0.027413155,44,0.10022779,31075
1694,31077,"Greeley County, Nebraska",129.51,130.16,133.3,133.08,133.66,133.55,133.23,135.66,136.28,1606,1765,1727,1766,1744,1756,1723,1705,1697,6.77,0.052273956,91,0.056662516,31077
1695,31079,"Hall County, Nebraska",130.46,130.09,130.55,130.47,130.6,131.69,131.76,132.45,133.32,35269,36542,37068,37729,38204,38695,39038,39111,39161,2.86,0.021922428,3892,0.110351867,31079
1696,31081,"Hamilton County, Nebraska",139.01,139.92,140.11,141.2,141.89,142.97,143.22,143.03,143.7,6116,6218,6245,6239,6212,6204,6178,6201,6218,4.69,0.03373858,102,0.016677567,31081
1697,31083,"Harlan County, Nebraska",134.79,135.45,135.85,135.5,134.99,133.28,134.88,135.75,137.29,2400,2553,2544,2568,2568,2562,2518,2507,2498,2.5,0.01854737,98,0.040833333,31083
1698,31085,"Hayes County, Nebraska",134.59,132.15,133.07,133.87,136.34,134.72,136.24,138.1,134.8,723,727,696,710,791,823,806,758,698,0.21,0.001560294,-25,-0.034578147,31085
1699,31087,"Hitchcock County, Nebraska",131.06,132.44,133.87,135.38,136.18,136.56,137.05,135.48,137.96,2061,2146,2137,2132,2118,2107,2087,2078,2052,6.9,0.052647642,-9,-0.004366812,31087
1700,31089,"Holt County, Nebraska",131.51,132.67,134.01,133.5,136.27,138.03,138.89,138.96,139.05,6989,7370,7351,7361,7346,7296,7241,7209,7159,7.54,0.057334043,170,0.024323938,31089
1701,31091,"Hooker County, Nebraska",142.55,141.22,142.25,141.25,141.99,141.46,140.76,141.47,144.05,494,511,544,512,527,550,546,541,540,1.5,0.010522624,46,0.093117409,31091
1702,31093,"Howard County, Nebraska",130.51,131.78,132.99,133.29,135.29,134.89,135.49,136.38,136.42,4367,4350,4365,4382,4405,4405,4441,4457,4425,5.91,0.045283886,58,0.013281429,31093
1703,31095,"Jefferson County, Nebraska",132.28,133.08,132.44,131.5,131.81,131.55,131.8,132.54,132.64,5316,5516,5487,5473,5462,5421,5318,5276,5232,0.36,0.0027215,-84,-0.015801354,31095
1704,31097,"Johnson County, Nebraska",126.77,125.7,126.15,128.27,129.4,130.26,130.85,132.86,133.56,3899,4013,3898,3885,3855,3835,3757,3737,3745,6.79,0.053561568,-154,-0.039497307,31097
1705,31099,"Kearney County, Nebraska",142.59,142.54,142.18,143.38,143.11,142.54,142.07,141.88,140.63,4465,4543,4562,4546,4537,4547,4544,4513,4485,-1.96,-0.013745704,20,0.004479283,31099
1706,31101,"Keith County, Nebraska",132.21,135.34,136.41,138.11,137.5,140.05,139.26,139.51,139.72,5726,6088,6092,6160,6123,5979,5976,5923,6007,7.51,0.05680357,281,0.049074397,31101
1707,31103,"Keya Paha County, Nebraska",129.24,131.57,132.34,132.78,133.58,132.35,132.36,137.04,138.48,610,586,611,599,575,600,541,549,533,9.24,0.071494893,-77,-0.126229508,31103
1708,31105,"Kimball County, Nebraska",135.49,135.78,137.44,135.42,134.03,132.58,134.63,133.32,135.59,2634,2714,2743,2757,2679,2649,2614,2672,2612,0.1,0.000738062,-22,-0.008352316,31105
1709,31107,"Knox County, Nebraska",131.53,132.93,133.38,133.79,133.42,134.97,136.23,137.13,138.31,5957,6202,6151,6121,6075,6013,5962,5922,5899,6.78,0.051547176,-58,-0.009736445,31107
1710,31109,"Lancaster County, Nebraska",150.87,151.1,151.77,151.94,152.41,152.07,152.86,153.33,153.99,162402,171989,174602,177489,179623,181741,184111,186219,189221,3.12,0.020680056,26819,0.165139592,31109
1711,31111,"Lincoln County, Nebraska",137.41,137.5,137.84,136.75,137.04,137.59,137.88,139.64,141.5,23728,24391,24397,24437,24459,24402,24406,24326,24416,4.09,0.029764937,688,0.02899528,31111
1712,31113,"Logan County, Nebraska",140.09,136.87,138.37,134.89,136.94,137.32,139.05,137.71,140.06,499,495,504,532,539,494,572,549,600,-0.03,-0.000214148,101,0.20240481,31113
1713,31115,"Loup County, Nebraska",130.98,129.07,133.59,132.32,132.62,133.9,137.99,141.04,142,380,431,456,377,412,403,419,402,401,11.02,0.084134982,21,0.055263158,31115
1714,31117,"McPherson County, Nebraska",135.65,138.14,138.25,140.38,141.02,142.64,141.66,141.85,141.56,354,345,309,285,285,324,327,322,322,5.91,0.043568006,-32,-0.09039548,31117
1715,31119,"Madison County, Nebraska",132.14,134.78,135.71,136.29,136.74,137.77,137.33,136.35,137.02,22431,22175,22281,22419,22595,22749,22886,22768,22903,4.88,0.036930528,472,0.021042308,31119
1716,31121,"Merrick County, Nebraska",134.27,132.55,133.21,134.28,135.89,135,136.3,135.09,136.12,5213,5298,5325,5389,5393,5413,5430,5439,5476,1.85,0.013778208,263,0.050450796,31121
1717,31123,"Morrill County, Nebraska",133.53,135.04,134.13,133.95,133.35,132.64,133.43,134.21,134.73,3348,3452,3446,3477,3448,3379,3356,3339,3400,1.2,0.008986745,52,0.015531661,31123
1718,31125,"Nance County, Nebraska",126.94,126.9,129.41,129.1,131.29,132.16,134.01,135.46,136.83,2445,2620,2613,2623,2613,2586,2574,2549,2517,9.89,0.077910824,72,0.029447853,31125
1719,31127,"Nemaha County, Nebraska",137.22,138.1,139.67,140.95,141.36,144.15,144.68,145.71,145.29,4665,4718,4780,4750,4708,4705,4682,4606,4572,8.07,0.058810669,-93,-0.019935691,31127
1720,31129,"Nuckolls County, Nebraska",130.84,130.22,131.8,131.71,132.85,135.16,136.57,135.38,137.86,3211,3343,3357,3329,3339,3285,3240,3196,3167,7.02,0.053653317,-44,-0.013702896,31129
1721,31131,"Otoe County, Nebraska",136.25,136.26,138.59,138.52,139.92,139.5,138.65,137.7,138.13,10392,10820,10884,10817,10780,10821,10843,10846,10819,1.88,0.013798165,427,0.041089299,31131
1722,31133,"Pawnee County, Nebraska",131.29,129.4,129.25,129.49,125.8,129.16,133.88,132.18,132.27,1987,2059,2096,2034,2037,1996,1973,1948,1983,0.98,0.007464392,-4,-0.002013085,31133
1723,31135,"Perkins County, Nebraska",136.45,137.49,138.73,140.32,140.12,139.29,139.62,139.89,138.76,1907,2044,2073,2080,2088,2062,2057,2063,2085,2.31,0.016929278,178,0.093340325,31135
1724,31137,"Phelps County, Nebraska",137.24,140.77,140.61,139.88,140.69,141.46,140.42,140.98,143.59,6312,6445,6354,6354,6343,6341,6338,6301,6274,6.35,0.046269309,-38,-0.006020279,31137
1725,31139,"Pierce County, Nebraska",131.33,131.34,131.82,134.58,136.14,137.84,138.35,139.84,140.6,4792,4919,4921,4899,4903,4880,4880,4878,4862,9.27,0.070585548,70,0.014607679,31139
1726,31141,"Platte County, Nebraska",135.11,135.68,134.66,134.62,135.06,136.85,136.2,137.66,137.73,20286,20451,20626,20841,21011,21129,21248,21282,21469,2.62,0.019391607,1183,0.05831608,31141
1727,31143,"Polk County, Nebraska",134.11,135.69,135.09,137.37,138.77,138,139,140.65,139.79,3572,3825,3822,3789,3772,3728,3676,3655,3633,5.68,0.042353292,61,0.017077268,31143
1728,31145,"Red Willow County, Nebraska",137.29,139.41,138.98,141.25,139.11,138.72,137.34,138.15,138.97,7333,7506,7500,7460,7438,7440,7391,7299,7352,1.68,0.012236871,19,0.002591027,31145
1729,31147,"Richardson County, Nebraska",130.69,131.8,133.33,134.4,136.91,138.97,137.88,136.46,137.3,5898,6100,6000,6086,6038,6009,5953,5931,5858,6.61,0.050577703,-40,-0.00678196,31147
1730,31149,"Rock County, Nebraska",134.24,137.66,137.37,136.15,136.51,137.13,136.1,134.91,137.36,1141,1246,1223,1162,1080,1094,1053,1047,1010,3.12,0.023241955,-131,-0.114811569,31149
1731,31151,"Saline County, Nebraska",129.91,128.76,128.77,130.43,130.08,128.46,128.62,128.3,127.13,8747,8685,8835,8680,8757,8709,8737,8778,8783,-2.78,-0.02139943,36,0.004115697,31151
1732,31153,"Sarpy County, Nebraska",151.41,152.29,151.85,152.17,152.6,153.13,153.75,154.85,155.73,90120,94145,96966,99480,101955,104294,106521,108936,111217,4.32,0.028531801,21097,0.234098979,31153
1733,31155,"Saunders County, Nebraska",139.95,140.91,140.33,141.42,141.89,142.27,143.19,144.41,144.65,13354,13838,13932,14010,14085,14131,14171,14169,14199,4.7,0.033583423,845,0.063276921,31155
1734,31157,"Scotts Bluff County, Nebraska",133.61,135.25,135.43,135.83,136.29,137.48,137.13,137.49,137.49,24216,24259,24386,24458,24651,24534,24492,24466,24349,3.88,0.029039743,133,0.005492237,31157
1735,31159,"Seward County, Nebraska",143.63,144.34,144.29,144.54,143.49,144.26,144.09,145.03,146,9911,10396,10471,10555,10610,10688,10783,10867,10824,2.37,0.016500731,913,0.092119867,31159
1736,31161,"Sheridan County, Nebraska",136.56,138.71,138.19,137.32,139.94,140.28,141.4,141.15,141.63,3775,3935,3914,3910,3885,3811,3790,3728,3751,5.07,0.037126538,-24,-0.006357616,31161
1737,31163,"Sherman County, Nebraska",131.19,132.1,131.84,131.61,134.67,131.67,132.56,134.46,136.93,2139,2261,2312,2284,2272,2269,2263,2245,2213,5.74,0.043753335,74,0.034595605,31163
1738,31165,"Sioux County, Nebraska",145.37,145.14,144.18,143.99,143.15,141.12,141.88,143.78,140.79,888,1014,999,914,928,937,899,898,909,-4.58,-0.031505813,21,0.023648649,31165
1739,31167,"Stanton County, Nebraska",131.66,132.15,133.97,136.59,136.08,137.76,136.15,136.98,136.23,4043,4024,4056,4058,4067,4032,4018,4023,4043,4.57,0.034710618,0,0,31167
1740,31169,"Thayer County, Nebraska",130.7,131.73,133.45,134.82,134.64,136.02,137.14,137.98,138.69,3749,3866,3836,3813,3842,3782,3781,3742,3708,7.99,0.061132364,-41,-0.01093625,31169
1741,31171,"Thomas County, Nebraska",139.15,135.68,139.21,140.02,142.1,141.62,145,142.03,145.03,513,554,534,549,529,529,480,467,459,5.88,0.042256558,-54,-0.105263158,31171
1742,31173,"Thurston County, Nebraska",128.58,130.82,131.73,132.97,132.96,133.5,131.76,133.39,133.27,3812,3738,3807,3745,3757,3770,3796,3799,3830,4.69,0.036475346,18,0.004721931,31173
1743,31175,"Valley County, Nebraska",131.49,132.83,134.98,136.44,135.86,135.24,137.21,137.74,138.03,2967,3085,3109,3119,3063,3047,2990,3025,3059,6.54,0.049737623,92,0.031007752,31175
1744,31177,"Washington County, Nebraska",145.08,145.29,143.98,145.7,145.37,146.76,146.86,147.64,148.39,12769,13180,13398,13476,13539,13580,13633,13668,13730,3.31,0.022814999,961,0.075260396,31177
1745,31179,"Wayne County, Nebraska",141.71,143.72,145,150.58,149.76,152.74,153.97,152.2,149.72,4640,5094,5038,5237,5203,5169,5193,5254,5381,8.01,0.056523887,741,0.159698276,31179
